Date, ALMANYA, ARNAVUTLUK, AVUSTURYA, BELCIKA, BOSNAHERSEK, BULGARISTAN, CEKCUMHURIYETI, DANIMARKA, ESTONYA, FINLANDIYA, FRANSA, GKIBRIS, HIRVATISTAN, HOLLANDA, INGILTERE, IRLANDA, ISPANYA, ISVEC, ISVICRE, ITALYA, IZLANDA, KARADAG, KOSOVA, LETONYA, LITVANYA, LUKSEMBURG, MACARISTAN, MAKEDONYA, MALTA, NORVEC, POLONYA, PORTEKIZ, ROMANYA, SIRBISTAN, SLOVAKYA, SLOVENYA, YUNANISTAN, DAVRUPA, AVRUPATOP, AZERBAYCAN, BELARUS, ERMENISTAN, GURCISTAN, KAZAKISTAN, KIRGIZISTAN, MOLDOVACUM, OZBEKISTAN, RUSYA, TACIKISTAN, TURKMENISTAN, UKRAYNA, BDTTOPLAM, ABD, ARJANTIN, BREZILYA, KANADA, KOLOMBIYA, MEKSIKA, SILI, VENEZUELLA, DAMERIKA, AMERIKATOP, CEZAYIR, FAS, GAFRIKA, LIBYA, MISIR, SUDAN, TUNUS, DAFRIKA, AFRIKATOP, BAE, BAHREYN, BANGLADES, CIN, ENDONEZYA, FILIPINLER, GKORE, HINDISTAN, IRAK, IRAN, ISRAIL, JAPONYA, KKTC, KATAR, KUVEYT, LUBNAN, MALEZYA, PAKISTAN, SINGAPUR, SURIYE, SUUDARABISTAN, TAYLAND, URDUN, YEMEN, DASYA, ASYATOP, AVUSTRALYA, YENIZELLANDA, OKYANUSYA, MILLIYESIZ, GTOPLAM
01-01-2008,17723300,281100,2020700,1238900,254600,9904800,182400,561300,42600,192100,3079600,29600,235400,3201200,3521500,208600,772400,815600,965500,2491800,7200,0,0,112600,107600,16400,226600,548000,11400,348800,454300,81000,1696600,844900,88300,127900,2765600,9100,55169300,2997800,176400,250000,4051700,605900,385900,776900,343100,5274100,296500,522100,2078900,17759300,2258100,66200,144200,367000,27700,72000,18500,49400,159000,3162100,371900,208800,58600,252600,232000,32900,254100,116400,1527300,56800,19400,22600,384800,54500,124800,1393300,282500,877100,2912000,1650000,1098500,1069600,9100,27500,183600,115300,185800,73600,2446400,72100,56300,278700,11600,292100,13698000,482300,49700,300,105600,91953900
01-02-2008,14366600,260400,1629500,1130900,234200,8270700,206400,546400,51500,172300,2922800,36900,173800,2356500,3338500,172300,833100,580800,894700,1520400,9900,0,0,130900,119800,15500,228100,525300,11000,320300,500900,99900,2194100,724800,137900,137800,2199000,6000,47059900,3302800,299900,358600,4382000,877700,339800,932200,452000,4699900,483700,540700,2147400,18816700,1856200,61200,144600,298100,10700,54600,55400,12500,189500,2682800,282500,209400,57800,187100,320100,22000,221600,160000,1460500,25200,16600,35700,497200,48600,201800,1065200,268800,1041800,3661900,1940800,1119700,1509000,10500,47800,171900,167900,168500,90900,2494900,149900,51600,259400,29900,319100,15394600,325400,39400,1100,94700,85875100
01-03-2008,24979700,362600,2355800,2109700,295200,10287700,252400,1128800,69500,414200,3683200,43500,264900,3466000,4644500,359300,2766400,1124800,1336800,2580500,36700,0,0,205000,226200,34100,308500,593000,28000,842400,510000,184900,2145100,844100,140800,132200,4438400,14500,73209400,3711100,304000,373100,4973900,807000,359700,1043300,413300,5203400,616900,656200,2365400,20827300,2947900,78900,131800,509000,23800,143000,24800,41200,185700,4086100,393600,233800,107700,267200,341200,33600,368400,170900,1916400,60500,24700,24500,401400,91000,204000,871700,418000,1316500,8183700,2985800,1285800,1162100,11300,25600,284200,242400,180000,111700,2720300,101600,100300,328000,28700,407300,21571100,357100,59200,6900,123300,122156800
01-04-2008,24253100,321900,2266800,3077200,353900,11062700,419800,1087800,109800,766100,7322100,52700,238400,4795000,8584100,384600,2059900,1484300,1468100,3493600,62200,0,0,225100,340000,39400,397400,798500,25900,969200,954700,200600,2619400,935700,195700,191000,4609900,13300,86179900,3526700,413000,401100,5755400,817800,347400,1165400,399100,6456500,436100,682500,2956800,23357800,3892200,91600,238700,739500,28300,150100,52700,46900,223500,5463500,489800,277400,126700,317200,344100,33000,287700,182600,2058500,40500,23200,22400,458600,114900,197100,1278200,420100,1253900,6323800,5099200,1151600,1428300,15800,89600,393900,184000,174600,130200,2770400,207400,108100,345500,33100,454700,22719100,1008400,224900,7000,130400,141149500
01-05-2008,39972400,415600,3226500,5048300,470900,14864200,928600,2600800,450800,1247900,8554900,88800,299700,18331200,20334000,1193600,3193400,4748200,2243300,5849900,46300,0,0,695000,1442300,281300,536400,804200,24200,2266700,3485500,339300,3209500,1195000,281500,364900,5165600,17000,154217700,3994600,1462300,475600,7067300,1268300,367800,1507400,464500,28472000,387300,674000,9042800,55183900,8043000,235800,515700,1857800,48800,228700,109400,74400,336800,11450400,528400,327400,224400,337900,407300,56200,413500,280700,2575800,61700,32300,26700,610000,150000,245600,1296000,678300,1353000,8779100,4066500,1325800,1525800,15400,88400,256500,261400,265900,169300,3086900,202500,100500,433600,44400,785400,25861000,1301100,260600,1100,148100,250999700
01-06-2008,36414500,486200,4476200,5441500,609300,14289600,2282400,2959100,464900,1256500,7648100,89800,250000,9947300,28910400,1795500,3126700,5310900,1882400,7287600,206500,0,0,755100,1556000,60600,1013800,883000,26200,3389600,4863000,405800,4722500,1524700,927800,355800,5493900,23000,161136200,4223700,2681600,496600,6519200,2954200,394600,1808900,526100,51498400,270300,680000,10012600,82066200,7991700,236300,434000,1268400,65600,278700,101200,78900,496300,10951100,479200,346000,222700,369500,369700,93100,387400,275000,2542600,145800,52000,35600,528600,191400,293500,990500,655100,1571400,11461500,6260700,1534800,1601000,27200,170700,433800,283700,319600,220000,3257200,275800,77900,732900,42600,665300,31828600,1302400,268700,1100,197900,290294800
01-07-2008,51984900,971800,6917400,10271400,885400,14919400,3061700,6227100,560200,1153200,8568800,202100,305700,15020700,31908700,1955500,4026600,6395300,3283800,5692500,153500,0,0,710400,1314000,61700,1967400,1390200,28400,5371000,8822300,428600,6427200,2782000,1641100,649800,5910300,28900,211999000,4500300,2847400,743400,7852700,4057700,380000,1621500,646400,49283100,172000,742200,11568100,84414800,8850600,182300,681000,1590300,108000,486500,99500,119600,569900,12687700,565200,429600,308000,428000,654700,69300,437500,252000,3144300,520500,198700,45500,598100,213900,270300,996300,546400,2481700,13154000,7401800,1243400,2661100,111000,491900,690800,129000,327900,116700,4342600,958700,77300,1533500,63500,952200,40126800,1507400,333700,1700,364100,354579500
01-08-2008,72877400,1253400,14520500,13076900,955400,15192400,2995500,5423300,494400,1271100,21413700,244900,355900,26482300,40754100,2276800,6157300,7336400,3979800,11851400,124100,0,0,816500,1349200,186600,1745900,1751700,70100,4653200,7539800,708700,7483100,3370300,1564300,512700,7837800,32000,288658900,5077000,2642200,1144800,7419400,4440200,430100,1811800,776900,51984300,222900,862500,12247000,89059100,7297100,173300,339400,1763500,53600,213900,84400,167200,1879800,11972200,1063600,785300,281100,592100,987900,93800,497000,319600,4620400,666200,295300,26300,443600,140900,275500,1184000,473300,3614000,13879800,9491900,1470900,3102400,207100,779700,1094300,143900,402600,84600,5232800,2497200,95400,1628500,100500,841600,48172300,1787500,284200,3600,449900,445008100
01-09-2008,53688400,898400,4999600,7913800,539600,16286100,2993300,2936200,490400,1337100,9124700,94200,295900,11251600,37973300,1773400,4916900,5280100,2381900,7867100,150500,0,0,901800,1331500,236800,1429300,853100,54500,3144200,7698700,557800,7796100,2102300,1290000,485200,4600000,18800,205692600,4510200,2357800,609900,8944600,2596400,432400,1440200,644300,47010800,162100,756200,10540700,80005600,8197300,321700,677100,2498700,94200,348300,151300,138300,405900,12832800,360600,191000,283700,299600,241700,41500,257400,226300,1901800,20300,14700,30500,465200,87300,218200,787100,383900,1962700,7884600,5698400,1253800,1630500,6100,81700,519800,137200,236900,142800,3079700,249900,78000,288100,26100,593100,25876600,1835200,345000,2600,207600,328699800
01-10-2008,60136700,389000,4166800,5064100,587000,12497600,1954400,3103100,467500,1798300,7260900,59000,356800,15398900,28224100,913900,2918000,5097000,4823000,5917500,111000,0,0,849700,1064000,76700,1001300,790900,27400,2714400,3801000,277800,2855300,1198200,341100,445800,5352200,30000,182070400,3045300,1546700,584300,8127700,1406300,422100,1017000,589600,25166000,141900,781300,6569400,49397600,9892800,271800,693100,2832000,76900,497600,78700,139800,355200,14837900,521000,350000,221500,356300,581900,70400,285100,239100,2625300,92200,49000,42000,531900,189200,300800,928400,480400,2040900,11493400,6838500,1374500,1538400,26100,109400,506600,297600,259200,205600,3518700,405600,133100,694500,47300,756200,32859500,1631500,334600,1100,239400,283997300
01-11-2008,28909200,370800,2546600,2359500,443700,10483000,419900,758500,123300,449200,5530900,41500,228400,3782500,7238600,334300,1620100,1808300,1416900,3404300,13100,0,0,241200,309200,39900,427600,1008500,28800,625600,637600,173800,2141400,962200,225200,167400,4012600,16100,83299700,3945400,348700,520600,8188400,1027800,443200,646600,667600,6687100,189800,877000,2105800,25648000,5685600,92300,200700,1017600,28200,177900,46500,35100,249900,7533800,578400,287500,100700,506800,427600,62600,465700,243300,2672600,49200,36300,35000,593900,119300,249500,764800,474100,2042100,9518500,2508100,1067800,1149600,11800,58400,423600,222800,284300,225900,3167600,165700,77300,407200,40500,622100,24315400,695600,94500,5000,165900,144430500
01-12-2008,14388600,383300,1450000,1135800,374000,13166100,225600,467300,43700,205400,2631100,43400,164900,2576900,3593600,144300,1117700,777300,888700,1775900,4600,0,0,147400,131400,21500,235000,883400,11300,408900,379400,120700,1630300,778900,102600,114800,3837300,6800,54367900,3919800,184000,481500,9178600,809600,537600,731600,716500,4650100,199600,965800,1302100,23676800,2407400,34900,108600,426600,27100,80800,15700,36400,148200,3285700,322900,272200,99600,317800,468200,38500,369700,189300,2078200,212100,39400,19300,569500,137400,188000,414100,325100,1783400,5719300,2032000,881100,1401100,27400,122100,253300,408800,280600,343000,3715600,236200,53700,400600,23200,352300,19938600,419400,62700,1000,137000,103967400
01-01-2009,15896900,298700,2124100,1255700,275600,10251900,246600,502500,42400,233500,3132800,35400,212500,2876200,3599200,202800,933200,852800,1042900,2613200,13000,22900,49300,106100,90500,11300,232100,556500,11000,334500,438300,130700,739200,1291800,102600,146100,2822500,12200,53739500,2804300,212500,244500,6687000,615100,292100,506900,366900,3754200,109000,905200,1370600,17868300,2365900,81100,146200,367600,21900,49700,18800,27000,373000,3451200,477500,285700,84000,296200,240000,31300,363200,133700,1911600,104200,21600,16000,556900,71500,143400,606700,224400,1482600,2757500,728800,938800,1053300,20900,57700,259400,153700,138900,108600,2739600,111800,66800,279200,17500,383100,13042900,453000,58500,600,134600,90660200
01-02-2009,13101700,279100,1652000,1056900,257400,9753500,276900,569100,33300,253200,2925700,44500,192500,2444200,3337100,156900,796200,701400,1028100,1660100,6800,32400,77800,107500,97500,15600,209500,590400,15300,348500,480900,123200,1564700,602600,142300,133800,2471000,7300,47546900,2962500,280100,312900,8443800,927400,338400,493600,499700,3205600,129400,736800,1464200,19794400,1705300,57500,122100,305700,7900,33100,36700,13600,135300,2417200,428800,251000,62400,291800,534600,35100,294500,187000,2085200,41100,34300,20000,385300,44200,164400,516400,228100,1538100,3073600,722500,953200,1634600,18600,156600,231500,138300,117900,89000,2394700,202600,37500,313400,26500,305900,13388300,320100,40100,800,118400,85711400
01-03-2009,19810100,352000,2181500,1505500,320200,11847600,354800,843700,43000,502200,3638500,79600,237500,3134000,4441400,219200,1700500,1015700,1211400,2271200,10200,32800,123300,159300,144700,21300,260000,613300,16500,628600,618600,198400,1626600,760900,159600,130800,4604300,12900,65831700,2975200,258300,259800,8135300,671000,311500,551300,479000,3365100,141400,919200,1500100,19567200,2861000,63100,149700,582900,19900,90900,28200,25700,166200,3987600,510700,468000,106200,347700,452800,68200,547500,268600,2769700,75200,30300,31300,485700,95400,201900,556200,387000,1967400,13258000,940500,1133900,1176700,16300,96300,391100,190200,187300,101600,2833300,198000,130600,372100,37500,386600,25280400,317500,58800,900,132100,117945900
01-04-2009,27619900,371300,2845400,3893400,373600,12943600,497100,1522500,86500,1171000,7254200,58600,277400,5182500,9839200,479200,3399700,1775200,2085700,4599900,43200,49500,140500,202500,308500,79500,370000,931500,29500,1073300,918200,395900,2174500,884800,263200,188200,5723800,14000,100066500,2911900,398500,327300,8290100,814300,256500,669000,435900,4673700,187000,909700,2253200,22127100,3981200,119100,268800,831500,61600,149400,38900,61000,264500,5776000,748200,572400,176100,479800,478200,66700,409000,255300,3185700,81000,48400,27600,568600,247200,341100,730300,401100,1871700,9115400,2202000,1129100,1408400,20800,127500,642900,189900,206500,126900,2907700,282300,144700,519200,46300,432900,23819500,1009500,299700,1000,184400,156469400
01-05-2009,33671500,410900,3251200,5168000,428100,15696700,853700,2537900,429700,1593000,9700100,65600,275400,16016400,22966700,1254500,2834600,4654100,2354900,6491200,57300,284900,155400,429400,997200,77900,592300,904700,26600,2173800,3333500,409700,2694000,582600,339500,375200,5102300,15000,149205500,3280000,1540800,394600,11502200,1270600,315300,1209600,510900,24303500,201000,862200,7571300,52962000,6019000,233200,575000,1532100,73700,202900,83600,91000,284400,9094900,685800,471900,214500,432400,429900,87300,465100,246900,3033800,64900,49200,27700,579400,303400,439900,779400,615400,2141300,10246100,1692300,1245600,1503800,22300,121200,500900,260600,236300,179700,3073800,349700,118700,563800,48600,554500,25718500,1119300,345200,1200,183600,241664000
01-06-2009,42523700,454300,4209500,5483000,572800,15529600,2452900,2856900,555700,1799700,7709600,110700,299000,9709500,32249200,1733100,3596600,5036000,2372500,7603200,109700,60500,248400,542200,1136700,88300,891400,974900,27300,3398200,6010600,515500,4841000,763400,1157200,372400,5539000,26600,173560800,3675200,2494500,486000,11166900,3249000,361200,1493600,577600,46719700,164100,930900,8381000,79699700,7976200,238000,555300,1434600,90100,162100,86000,106200,748700,11397200,605100,490500,250500,520500,402300,118300,466700,364100,3218000,136500,46400,36500,513100,249400,340900,714200,584100,2167600,13393600,2640000,1132800,1546800,24600,175200,406600,342500,212100,251100,3365900,289200,68100,967800,54400,600800,30260200,1329400,250500,2600,235700,299954100
01-07-2009,49915900,818300,8201900,9810900,773500,15766400,3150600,6762000,557100,1756600,9194100,400700,288200,12068700,35969600,2014300,4868000,6487000,3940900,7550200,108400,436200,414800,522000,1330900,109700,1371200,1365100,42500,5784900,9440700,558000,5518600,1236600,1863100,771400,6192500,41800,217403300,4581700,2812400,841400,7651400,4271900,369300,1580300,797700,48404100,181700,1085700,9118700,81696300,8491500,180300,687200,1763500,142800,417800,82800,94800,887100,12747800,1012200,823200,345400,653400,790700,104300,586100,324000,4639300,452400,246200,30900,562900,245300,338600,1009400,499300,3445300,17363700,4028400,1202600,2667100,100200,646000,1022000,182100,284700,114500,4315200,1109300,63900,1752500,87100,793800,42563400,1784000,285600,4700,430400,361554800
01-08-2009,79679200,1086300,14186000,14546800,646900,15413500,2931600,5718500,571100,1665700,23100100,225600,488200,28156700,46468300,2224900,6531700,7049000,4589300,10318300,115300,60600,458100,560000,1232300,236900,1451000,1478400,58700,4922400,8223200,880000,5705800,1276100,1870400,623100,8070500,53500,302874000,5352200,2454800,1380500,9089400,4659200,387500,1684600,920700,51411800,222400,1129800,9361800,88054700,8079000,247800,488900,2059100,69500,207400,74500,174400,1177000,12577600,1548500,1041000,296900,1017100,876600,93300,713300,987400,6574100,603300,243700,30200,524400,206500,431500,1165200,425600,4371300,15325200,7640400,1394200,2892200,136800,661400,1329400,130100,270200,104200,4684400,2455900,47800,1703200,120000,768100,47665200,2020600,241700,2200,498200,460508300
01-09-2009,52650000,854900,6172100,7265500,472100,16169300,2969900,3293400,565800,1676600,9463300,153900,332500,12742900,40780800,1778600,4852900,5540600,2599100,8285200,146600,64600,295100,624200,1086800,217900,1255000,796400,38800,3399400,7978800,611500,6228400,1109300,1449500,466000,5759800,32000,210179500,4018600,2176200,655200,8071000,2540900,402300,1288900,682100,46925700,140700,1031000,7937700,75870300,7691400,329000,870800,2377000,83900,280000,113600,129000,766900,12641600,223100,261500,322200,289300,495000,48900,222200,276800,2139000,100800,27200,22800,561600,273700,347400,775700,496300,2215300,11278500,3831000,1536900,1903000,23800,176100,844000,178500,152900,123400,5190100,395500,73700,713800,28100,553500,31823600,1750700,345600,500,247000,334997800
01-10-2009,65138300,472000,4767900,5117300,487600,13999300,1828000,3571400,607900,2306900,8748000,80900,379100,15350900,33893800,1154800,3597000,5152000,5482300,6280200,145700,81600,303100,589700,943000,68000,981100,921300,43300,3024600,3112500,427400,2603500,793100,485600,407200,5818500,34800,199199600,3771400,1262000,625000,7183500,1591800,467400,1057700,782600,25536600,166900,1371900,5375200,49192000,9839200,323500,860300,2632400,88000,273500,113900,107800,570800,14809400,1137800,542000,278400,853000,734900,98900,544700,407900,4597600,100000,46400,36800,746200,179200,375300,735400,539200,2910300,17899100,4501400,1536300,1511400,28900,132000,686300,251400,294000,201600,6620500,529900,127000,648600,70100,682500,41389800,1734400,312700,4900,270800,311511200
01-11-2009,31200300,372300,2552100,2691400,424900,13042200,809500,865300,138400,534300,5247400,53500,240000,4515400,7467700,352100,2284700,1634000,1244500,3267400,31900,55400,310300,176400,239800,46200,393600,881200,24300,871300,842700,222600,1734700,699100,213400,167900,4501400,11900,90361500,3438500,317200,494800,5811100,922900,438900,667500,724700,6529600,180300,1337500,2108900,22971900,6010900,110300,319700,1244400,34400,172400,45500,36300,258700,8232600,645800,517200,149800,710200,552800,69800,569900,344200,3559700,84000,43500,28000,690500,139600,241700,738100,453900,2163500,14022300,1299900,1516500,1353100,27300,135400,490000,342800,219100,218900,6086600,349800,62000,504900,48800,656400,31916600,865900,102400,1000,161800,158173400
01-12-2009,16949600,354600,1628400,1470700,381000,11950400,278900,567600,53600,323200,3390900,44800,152000,3515700,3488500,195000,1795700,900600,901300,2011500,8800,55600,240500,135200,108700,21100,237100,871300,22400,469400,465200,136400,1557700,603900,123500,107300,4172300,9100,59699500,3252600,248100,483000,6428900,1009200,385100,698600,665900,4848800,156600,1388900,1818000,21383700,2536000,72100,236900,526700,20300,111300,18700,39200,165200,3726400,617000,551900,175500,692500,493600,43000,578700,322900,3475100,323300,68400,17400,593800,151400,218400,644500,381300,2121300,9256600,1419400,1199200,1178500,51100,130200,393600,593600,185900,387500,5889800,358400,55600,445900,39500,481100,26585700,542800,75200,500,158300,115647200
01-01-2010,15873100,228000,1817200,1085100,193200,10676400,215400,448300,34800,220400,2533600,31000,152900,2518000,2860800,170700,1192100,707400,769900,2208600,10700,84400,197100,87800,104300,15800,233100,639700,10700,362100,423900,108100,1228100,578600,99800,84800,3659800,9800,51875500,2627900,160800,261800,4855000,456100,155400,316300,236700,4068000,63400,603700,1301000,15106100,2007700,76800,281700,346400,21200,43400,24000,25200,113700,2940100,332700,310700,94500,375600,225700,24300,396800,134200,1894500,66700,19800,13000,379000,137400,141600,1021300,275800,1166000,9015000,981300,1020500,953400,14900,59200,195400,177000,118400,103500,5038200,117700,54200,303900,19200,280300,21672700,391200,50500,1800,105500,94037900
01-02-2010,12674700,178700,1429900,974000,177500,7682500,223000,557000,39300,228100,2671500,33900,168800,2441600,2923600,147700,924200,502000,851500,1601700,7700,78800,184100,95600,96100,18100,208000,525700,10400,388800,460400,121900,1392700,375700,127500,102800,3100500,9800,43735800,2763500,229800,325500,5301700,713600,248400,349400,374400,3719400,93600,674500,1490000,16283800,1416900,68300,213700,312300,8600,34500,44200,12300,97800,2208600,258700,308200,78200,268900,382800,26600,328500,214400,1866300,158900,35500,8600,669200,53000,167700,816400,266400,1643000,10866800,784700,1189200,1566600,32800,183300,259500,239500,98500,98600,4938400,318400,27300,298800,28800,528700,25278600,241900,43700,300,75500,89734500
01-03-2010,21177800,233300,2303000,1403100,282900,9330000,362500,855000,54900,512900,3458300,37400,190700,2815000,3775700,196800,1891900,928900,927700,2415100,16600,51100,235200,119300,182300,23800,281600,784300,30900,750300,555700,245600,1512600,516400,144800,90200,4518500,8300,63220400,3180100,223000,335100,7180100,700300,227600,398400,391500,4086700,88500,867600,1666100,19345000,2544500,67300,226300,591500,20800,80000,21900,22000,112400,3686700,411200,417500,134900,352700,402200,33900,573700,197300,2523400,56200,23400,13000,442500,210400,195000,909400,329400,1499400,21689800,1199000,1628000,1200800,16100,67700,536800,246900,141500,118300,6252700,191600,41000,322500,38100,320500,37690000,345400,57800,200,108100,126977000
01-04-2010,27045500,297300,2412100,3540400,316900,11962400,602200,1397200,192400,1039900,7607100,62600,307400,3984500,9524800,439100,3116200,1603800,1900000,4900200,19300,79600,310400,125400,325400,87300,363800,922000,24700,1094700,773400,482200,1911200,662900,190400,320900,6303100,17800,96266500,3116800,395300,336900,7652300,752500,204600,472700,381000,5724200,133400,833700,2155200,22158600,4010400,118400,355400,879800,38500,142500,36500,51200,165900,5798600,569700,461000,203100,448900,400200,34200,377600,247000,2741700,106500,44200,15900,550000,249900,238600,1151600,404100,1412000,15660100,2382500,1682000,1348800,31100,113900,1115500,221600,157700,140400,6509600,443000,150400,485100,46000,398900,35059400,1010600,225800,1900,156800,163419900
01-05-2010,37308200,326400,3352100,5212100,341400,13466100,774700,2966800,585800,1776300,9881700,133300,264400,17676600,28663900,1285600,2755300,5079600,2509800,5890100,34500,84500,323800,455000,1128000,132000,647800,974400,31100,2490900,3232400,454500,2456100,661000,382400,324300,5761200,21800,159845900,3595200,1569400,415900,8357900,1539000,233900,1070900,444200,32997800,132900,893900,8033800,59284800,7338700,320200,827700,1954600,66400,234100,98900,74500,245600,11160700,487300,476400,299500,455500,393400,76400,491300,261800,2941600,96300,52400,21100,689900,215000,329900,1294400,756700,1437400,15959500,1827600,1826500,1582300,31800,150800,872100,272000,165900,166400,6832400,293400,86700,548300,42300,543100,36094200,1318000,296300,2400,161900,271105800
01-06-2010,41853500,443600,4185700,5129400,519800,13285400,2526700,3014700,566400,1826800,7955500,130400,296700,9554500,40861400,1575900,3633000,6362100,2057000,8405500,102800,98300,508900,633700,1212800,61900,1031100,1067600,28300,3980900,6180500,643800,5030100,1026100,1388300,399100,5050800,23100,182652100,4118400,2870200,553800,9626400,3837200,270300,1372700,577600,57165700,189700,853900,8532900,89968800,9155000,281900,729100,1587500,71800,258400,89200,90800,263200,12526900,442400,448300,360500,534400,396500,89100,476200,392200,3139600,221000,52300,22300,655500,254400,288700,1007700,744100,1888600,17941200,399500,1691900,1514100,38500,198900,917000,476200,248200,223100,7148000,419100,84500,1137400,59500,678700,38310400,2032600,362300,42600,209200,329244500
01-07-2010,44075100,708500,8489900,9385100,750200,14153400,3188600,7325800,489200,1749600,9700200,245000,264800,12183000,43033500,2216800,3638700,6903500,3722500,6690400,89600,98700,696400,512300,1191300,82400,1685000,1369900,36300,6704500,8857300,537900,5138500,1887300,2113200,620200,6041800,37900,216614300,5070400,2936600,919600,10744300,4780500,312600,1355100,731500,55369400,211400,976000,8580500,91987900,8363800,199200,818300,1732000,140900,481300,107700,70600,424700,12338500,885900,845500,285500,857000,1089500,64300,688900,373000,5089600,1065300,306900,22600,601800,296500,326000,1122600,590700,3630900,20683500,426500,1580100,2370400,162000,840600,1889700,203700,358600,103600,10248700,2193700,81500,2404100,103900,824100,52438000,1727000,302000,500,440000,380937800
01-08-2010,70507600,1129300,10568100,11991500,612600,12503900,3154800,5852700,327900,1352900,20087900,576300,327600,22790200,48389900,1936300,4855400,7256200,3688100,12657700,98900,149000,638100,456900,966800,257300,1586200,1252800,44700,5305900,8773000,868600,5159000,1968700,2057400,684900,8169600,32800,279037500,5924800,2743200,1296600,12185500,5349300,325800,1375500,845000,55603600,225100,1064200,8426900,95365500,6469600,179700,578200,1786300,59000,221900,84000,103700,339900,9822300,758300,610400,271300,773400,631400,60900,527900,316800,3950400,551300,178400,14500,704100,145100,279100,1255500,493000,3267300,14110100,579900,1763200,2645500,120100,445600,2034900,140200,237000,87100,8436600,2093400,62900,1230900,78700,612600,41567000,1604500,280500,1000,391800,432020500
01-09-2010,52924400,701300,5905900,6982800,510100,15800000,3267200,3498800,447900,1833800,9834600,103400,318100,11715800,42177200,1657700,4064900,6721900,2531300,8701900,101700,121100,477300,581900,919100,272700,1389500,961200,47300,3849600,8737500,708200,6009200,1414300,1601700,573000,6438000,24300,213926600,4658500,2393400,757900,12492800,3236800,334200,1179300,635700,49508400,148900,894300,7686300,83926500,7757200,432900,926700,2144500,110600,280300,129000,104800,261900,12147900,317000,381700,356100,489700,557400,42700,313300,286900,2744800,145100,63900,19300,660300,249700,283600,946500,509600,2477100,20829600,571700,1805200,1966800,69500,252100,2127400,219300,172800,124800,9767100,1090100,71400,1128600,54500,463500,46069500,1870500,366700,1800,226500,361280800
01-10-2010,68296000,320400,5245700,5060400,400300,12797800,2231900,4222200,650800,2844700,10165300,91600,423500,16316900,35509600,1082400,3462400,5809000,6182900,6267000,110400,114700,386500,614000,777400,71000,868000,1060500,28600,3495600,3435600,685200,2440600,873000,646500,368100,7296400,34400,210687300,4196200,1158600,571600,11108400,1577300,366000,818100,622500,29175700,165000,1153200,5369300,56281900,8609800,341900,891100,2577900,101400,264000,104600,59600,286200,13236500,801800,451200,322500,640000,605400,69800,467800,305600,3664100,104500,54600,20300,835900,218200,328600,1165000,678800,3178700,16800400,638700,1987900,1403300,27700,119400,1208900,253200,258500,174900,8776700,447300,133700,718600,59800,567500,40161100,1625000,319300,225500,216000,326416700
01-11-2010,31543600,225500,2661300,2642500,395500,12876600,665000,807500,79600,658100,5467300,73000,428700,4091000,7124100,287200,1547500,2123600,1384900,4610800,40500,85900,285900,140400,204600,80500,449200,876800,28900,1033500,824800,288300,1908100,736900,263900,186100,5116900,14200,92258700,4300800,290200,474900,9360000,837300,390500,393000,566300,6953500,159700,956600,1679900,26362700,4765300,87100,357900,1080700,34800,156500,51200,32000,134800,6700300,346000,412900,160800,441200,584300,31600,405100,234500,2616400,255500,67500,14300,698400,136600,323500,882600,599900,2548600,13499600,695700,1737500,1484100,38400,213800,1196300,307800,185100,171800,7995200,680000,84000,687100,50900,397100,34951300,672700,95300,2900,139000,163799300
01-12-2010,13745300,224000,1422200,1066400,221500,10357800,238800,490900,44600,289300,2940700,38100,181300,2695200,3214300,153300,1110000,708500,727200,2198800,12000,104500,329600,88400,105700,17600,310900,828200,17300,474800,503000,186600,1475400,539900,124200,98000,4669400,6300,51960000,4191500,195900,603300,10855400,871700,297500,510000,571900,4401300,150000,1066700,1707700,25422900,2247000,38400,252500,383000,21100,72800,16300,26700,91300,3149100,465600,313600,129900,456900,365200,34700,502400,251100,2519400,209300,43000,16400,712800,177300,244100,705100,507400,2644600,10039700,545100,1463900,1147700,21200,87900,702200,496900,196700,379600,7175600,203800,48300,375300,38200,322800,28504900,378000,64100,300,111800,112110500
01-01-2011,14800500,212000,1812500,1320900,218900,9975600,213700,501500,35300,255600,2981300,32200,232000,2730200,2999100,160100,1012500,844100,848900,2895100,9200,80000,267100,84000,97600,16900,299400,756400,11400,472700,504100,119600,1349300,511700,107800,100800,4384400,10100,53264500,3879100,203600,271000,8162800,607500,210600,360300,393700,4936900,86800,743000,1628700,21484000,2206000,97500,403900,395200,24600,60000,26500,24100,155500,3393300,404900,418700,119600,547200,293600,26600,340200,177700,2328500,124400,23700,19000,571000,199800,183900,1238800,335700,2437300,10286600,478800,1294500,984000,19100,85600,714900,194700,167600,86700,6494300,183600,61400,341000,33500,281000,26840900,423000,63700,300,115300,107913500
